threshold,fpr,tpr,stratum,method
0.09740165067283119,0.0016666666666666668,0.14444444444444443,all distilled,CML
0.0973956357546926,0.0016666666666666668,0.145,all distilled,CML
0.09734482502320019,0.0016666666666666668,0.14555555555555555,all distilled,CML
0.09727534855104439,0.0016666666666666668,0.1461111111111111,all distilled,CML
0.09701371597986086,0.0016666666666666668,0.14666666666666667,all distilled,CML
0.0969217826661069,0.0016666666666666668,0.14722222222222223,all distilled,CML
0.09685851824086067,0.0016666666666666668,0.14777777777777779,all distilled,CML
0.09665533013225386,0.0016666666666666668,0.14833333333333334,all distilled,CML
0.0958611274954976,0.0016666666666666668,0.14888888888888888,all distilled,CML
0.09544019370296036,0.0016666666666666668,0.14944444444444444,all distilled,CML
0.09446706046202458,0.0016666666666666668,0.15,all distilled,CML
0.09395740642409117,0.0016666666666666668,0.15055555555555555,all distilled,CML
0.09392694489569542,0.0016666666666666668,0.1511111111111111,all distilled,CML
0.09385481384127356,0.0016666666666666668,0.15166666666666667,all distilled,CML
0.09367759732945313,0.0016666666666666668,0.15222222222222223,all distilled,CML
0.09331421904594922,0.0016666666666666668,0.1527777777777778,all distilled,CML
0.09328568913611035,0.0016666666666666668,0.15333333333333332,all distilled,CML
0.09310425650302168,0.0016666666666666668,0.15388888888888888,all distilled,CML
0.09305070420683403,0.0016666666666666668,0.15444444444444444,all distilled,CML
0.09277453548202733,0.0016666666666666668,0.155,all distilled,CML
0.09268230797450955,0.0016666666666666668,0.15555555555555556,all distilled,CML
0.09264637563916422,0.0016666666666666668,0.15611111111111112,all distilled,CML
0.09259072242516891,0.0016666666666666668,0.15666666666666668,all distilled,CML
0.09252196191891149,0.0016666666666666668,0.15722222222222224,all distilled,CML
0.09199459504437768,0.0016666666666666668,0.15777777777777777,all distilled,CML
0.09181059562618951,0.0016666666666666668,0.15833333333333333,all distilled,CML
0.0916285491396649,0.0016666666666666668,0.15888888888888889,all distilled,CML
0.09128156270045698,0.0016666666666666668,0.15944444444444444,all distilled,CML
0.09097363199188085,0.0016666666666666668,0.16,all distilled,CML
0.09018086537006897,0.0016666666666666668,0.16055555555555556,all distilled,CML
0.08983218515270408,0.0016666666666666668,0.16111111111111112,all distilled,CML
0.089676018260127,0.0016666666666666668,0.16166666666666665,all distilled,CML
0.0895196514570667,0.0016666666666666668,0.1622222222222222,all distilled,CML
0.08945776340015313,0.0016666666666666668,0.16277777777777777,all distilled,CML
0.08928782391006232,0.0016666666666666668,0.16333333333333333,all distilled,CML
0.08898815147709638,0.0016666666666666668,0.1638888888888889,all distilled,CML
0.0888061722139461,0.0016666666666666668,0.16444444444444445,all distilled,CML
0.08868088829606463,0.0016666666666666668,0.165,all distilled,CML
0.0885954690802716,0.0016666666666666668,0.16555555555555557,all distilled,CML
0.0881981215536225,0.0016666666666666668,0.1661111111111111,all distilled,CML
0.08818164897160985,0.0016666666666666668,0.16666666666666666,all distilled,CML
0.08723519530853613,0.0016666666666666668,0.16722222222222222,all distilled,CML
0.08691725192680638,0.0016666666666666668,0.16777777777777778,all distilled,CML
0.08683524343120486,0.0016666666666666668,0.16833333333333333,all distilled,CML
0.08667111033869457,0.0016666666666666668,0.1688888888888889,all distilled,CML
0.08659943204239343,0.0016666666666666668,0.16944444444444445,all distilled,CML
0.08645722879466727,0.0016666666666666668,0.17,all distilled,CML
0.08634918488767307,0.0016666666666666668,0.17055555555555554,all distilled,CML
0.08618548616292471,0.0016666666666666668,0.1711111111111111,all distilled,CML
0.0858579825842967,0.0016666666666666668,0.17166666666666666,all distilled,CML
0.0857098539320747,0.0016666666666666668,0.17222222222222222,all distilled,CML
0.08526274738505324,0.0016666666666666668,0.17277777777777778,all distilled,CML
0.08515895145329849,0.0016666666666666668,0.17333333333333334,all distilled,CML
0.08512596465030581,0.0016666666666666668,0.1738888888888889,all distilled,CML
0.08508400576366437,0.0016666666666666668,0.17444444444444446,all distilled,CML
0.08503384507911646,0.0016666666666666668,0.175,all distilled,CML
0.08489421247902312,0.0016666666666666668,0.17555555555555555,all distilled,CML
0.08488503843252654,0.0016666666666666668,0.1761111111111111,all distilled,CML
0.08484409021928552,0.0016666666666666668,0.17666666666666667,all distilled,CML
0.08446826370635147,0.0016666666666666668,0.17722222222222223,all distilled,CML
0.08423262290091857,0.0016666666666666668,0.17777777777777778,all distilled,CML
0.08358146032419134,0.0016666666666666668,0.17833333333333334,all distilled,CML
0.08338098888311288,0.0016666666666666668,0.17888888888888888,all distilled,CML
0.08311717745633984,0.0016666666666666668,0.17944444444444443,all distilled,CML
0.08256115006725412,0.0016666666666666668,0.18,all distilled,CML
0.08246291545100035,0.0016666666666666668,0.18055555555555555,all distilled,CML
0.08200424709420817,0.0016666666666666668,0.1811111111111111,all distilled,CML
0.08178153546526062,0.0016666666666666668,0.18166666666666667,all distilled,CML
0.08139608518730018,0.0016666666666666668,0.18222222222222223,all distilled,CML
0.0812806887332429,0.0016666666666666668,0.1827777777777778,all distilled,CML
0.08098140674241872,0.0016666666666666668,0.18333333333333332,all distilled,CML
0.08089748664265037,0.0016666666666666668,0.18388888888888888,all distilled,CML
0.08086142009117847,0.0016666666666666668,0.18444444444444444,all distilled,CML
0.08023057887188909,0.0016666666666666668,0.185,all distilled,CML
0.0792051620655344,0.0016666666666666668,0.18555555555555556,all distilled,CML
0.07915861365493054,0.0016666666666666668,0.18611111111111112,all distilled,CML
0.07902398640940028,0.0016666666666666668,0.18666666666666668,all distilled,CML
0.07893258241092313,0.0016666666666666668,0.18722222222222223,all distilled,CML
0.07877934210786369,0.0016666666666666668,0.18777777777777777,all distilled,CML
0.07869032029188444,0.0016666666666666668,0.18833333333333332,all distilled,CML
0.0782234219916576,0.0016666666666666668,0.18888888888888888,all distilled,CML
0.07737880398924049,0.0016666666666666668,0.18944444444444444,all distilled,CML
0.07731671301260534,0.0016666666666666668,0.19,all distilled,CML
0.07726961178260416,0.0016666666666666668,0.19055555555555556,all distilled,CML
0.07689693722534344,0.0016666666666666668,0.19111111111111112,all distilled,CML
0.07663871836041597,0.0016666666666666668,0.19166666666666668,all distilled,CML
0.07656599609203052,0.0016666666666666668,0.1922222222222222,all distilled,CML
0.07645498541425713,0.0016666666666666668,0.19277777777777777,all distilled,CML
0.07631297851600505,0.0016666666666666668,0.19333333333333333,all distilled,CML
0.07606763748905279,0.0016666666666666668,0.1938888888888889,all distilled,CML
0.0758329552894011,0.0016666666666666668,0.19444444444444445,all distilled,CML
0.07580285921538613,0.0016666666666666668,0.195,all distilled,CML
0.07569967716967177,0.0016666666666666668,0.19555555555555557,all distilled,CML
0.07562327532992083,0.0016666666666666668,0.19611111111111112,all distilled,CML
0.07549104296546733,0.0016666666666666668,0.19666666666666666,all distilled,CML
0.07527423500783242,0.0016666666666666668,0.19722222222222222,all distilled,CML
0.07511290410925742,0.0016666666666666668,0.19777777777777777,all distilled,CML
0.07402328757562243,0.0016666666666666668,0.19833333333333333,all distilled,CML
0.07374213749918485,0.0016666666666666668,0.1988888888888889,all distilled,CML
0.0734820723215262,0.0016666666666666668,0.19944444444444445,all distilled,CML
0.07343042455163012,0.0016666666666666668,0.2,all distilled,CML
0.07331209952413031,0.0016666666666666668,0.20055555555555554,all distilled,CML
0.07322755176538404,0.0016666666666666668,0.2011111111111111,all distilled,CML
0.07286638102162035,0.0016666666666666668,0.20166666666666666,all distilled,CML
0.07276292843582077,0.0016666666666666668,0.20222222222222222,all distilled,CML
0.0726596128037737,0.0016666666666666668,0.20277777777777778,all distilled,CML
0.07216078087225755,0.0016666666666666668,0.20333333333333334,all distilled,CML
0.07214949016737848,0.0016666666666666668,0.2038888888888889,all distilled,CML
0.07209993675775839,0.0016666666666666668,0.20444444444444446,all distilled,CML
0.07177685623171576,0.0016666666666666668,0.205,all distilled,CML
0.07158120414534153,0.0016666666666666668,0.20555555555555555,all distilled,CML
0.07083029808189911,0.0016666666666666668,0.2061111111111111,all distilled,CML
0.0705574335253801,0.0016666666666666668,0.20666666666666667,all distilled,CML
0.0705543873420047,0.0016666666666666668,0.20722222222222222,all distilled,CML
0.07050470212393631,0.0016666666666666668,0.20777777777777778,all distilled,CML
0.07037340118529917,0.0016666666666666668,0.20833333333333334,all distilled,CML
0.07029170781619026,0.0016666666666666668,0.2088888888888889,all distilled,CML
0.07021648426705118,0.0016666666666666668,0.20944444444444443,all distilled,CML
0.07019572454438083,0.0016666666666666668,0.21,all distilled,CML
0.0700930018198398,0.0016666666666666668,0.21055555555555555,all distilled,CML
0.07001848436284391,0.0016666666666666668,0.2111111111111111,all distilled,CML
0.06999255302899074,0.0016666666666666668,0.21166666666666667,all distilled,CML
0.06975843404807147,0.0016666666666666668,0.21222222222222223,all distilled,CML
0.06967542164803425,0.0016666666666666668,0.2127777777777778,all distilled,CML
0.06958446074647817,0.0016666666666666668,0.21333333333333335,all distilled,CML
0.06948371183466578,0.0016666666666666668,0.21388888888888888,all distilled,CML
0.06946069021293735,0.0016666666666666668,0.21444444444444444,all distilled,CML
0.06945615883012757,0.0016666666666666668,0.215,all distilled,CML
0.06944031470148537,0.0016666666666666668,0.21555555555555556,all distilled,CML
0.06937484448487102,0.0016666666666666668,0.21611111111111111,all distilled,CML
0.06924824656589301,0.0016666666666666668,0.21666666666666667,all distilled,CML
0.06903644817591492,0.0016666666666666668,0.21722222222222223,all distilled,CML
0.06883708955071813,0.0016666666666666668,0.21777777777777776,all distilled,CML
0.0685110947768488,0.0016666666666666668,0.21833333333333332,all distilled,CML
0.06849491541702812,0.0016666666666666668,0.21888888888888888,all distilled,CML
0.0677687932742273,0.0016666666666666668,0.21944444444444444,all distilled,CML
