label,group,y,value,density,y_top
R1-Llama student,distilled,2,-1.0196911196911198,2.9523840498802244e-17,2
R1-Llama student,distilled,2,-1.0117760617760618,7.33609879891515e-17,2
R1-Llama student,distilled,2,-1.003861003861004,8.933916918762833e-17,2
R1-Llama student,distilled,2,-0.995945945945946,6.417197974084951e-17,2
R1-Llama student,distilled,2,-0.9880308880308881,6.411789126601217e-17,2
R1-Llama student,distilled,2,-0.9801158301158301,8.445272351651234e-17,2
R1-Llama student,distilled,2,-0.9722007722007723,7.518783572668887e-17,2
R1-Llama student,distilled,2,-0.9642857142857144,6.609620619268771e-17,2
R1-Llama student,distilled,2,-0.9563706563706564,1.0409578761731127e-16,2
R1-Llama student,distilled,2,-0.9484555984555986,1.931863054974379e-17,2
R1-Llama student,distilled,2,-0.9405405405405406,4.597228007486549e-17,2
R1-Llama student,distilled,2,-0.9326254826254827,1.50483653807118e-17,2
R1-Llama student,distilled,2,-0.9247104247104247,2.463204435898277e-17,2
R1-Llama student,distilled,2,-0.9167953667953669,3.046980502064462e-17,2
R1-Llama student,distilled,2,-0.908880308880309,3.59292869013337e-17,2
R1-Llama student,distilled,2,-0.900965250965251,6.623123278384377e-17,2
R1-Llama student,distilled,2,-0.8930501930501932,3.468593306585555e-17,2
R1-Llama student,distilled,2,-0.8851351351351352,5.418297774418776e-17,2
R1-Llama student,distilled,2,-0.8772200772200773,0,2
R1-Llama student,distilled,2,-0.8693050193050194,2.265363213433877e-17,2
R1-Llama student,distilled,2,-0.8613899613899615,0,2
R1-Llama student,distilled,2,-0.8534749034749036,1.0540393086503262e-17,2
R1-Llama student,distilled,2,-0.8455598455598456,0,2
R1-Llama student,distilled,2,-0.8376447876447878,1.7932200095561468e-17,2
R1-Llama student,distilled,2,-0.8297297297297298,4.1356082181998396e-17,2
R1-Llama student,distilled,2,-0.8218146718146719,1.839702286872262e-17,2
R1-Llama student,distilled,2,-0.813899613899614,6.108153147650728e-17,2
R1-Llama student,distilled,2,-0.8059845559845561,1.4736262278142316e-17,2
R1-Llama student,distilled,2,-0.7980694980694981,9.064755568027546e-18,2
R1-Llama student,distilled,2,-0.7901544401544403,3.112783476592562e-17,2
R1-Llama student,distilled,2,-0.7822393822393824,0,2
R1-Llama student,distilled,2,-0.7743243243243244,4.0452781658892857e-17,2
R1-Llama student,distilled,2,-0.7664092664092665,2.0538199055021313e-17,2
R1-Llama student,distilled,2,-0.7584942084942086,1.1973451741964922e-17,2
R1-Llama student,distilled,2,-0.7505791505791507,1.675917465584152e-17,2
R1-Llama student,distilled,2,-0.7426640926640927,3.458261412886391e-17,2
R1-Llama student,distilled,2,-0.7347490347490349,0,2
R1-Llama student,distilled,2,-0.7268339768339769,1.0062036032387959e-17,2
R1-Llama student,distilled,2,-0.718918918918919,2.8421026123650396e-16,2
R1-Llama student,distilled,2,-0.7110038610038611,2.281502275170074e-15,2.0000000000000013
R1-Llama student,distilled,2,-0.7030888030888032,1.8458947720674032e-14,2.0000000000000107
R1-Llama student,distilled,2,-0.6951737451737453,1.3041816483626432e-13,2.0000000000000755
R1-Llama student,distilled,2,-0.6872586872586873,8.050561407606506e-13,2.0000000000004667
R1-Llama student,distilled,2,-0.6793436293436295,4.43182821540081e-12,2.0000000000025704
R1-Llama student,distilled,2,-0.6714285714285715,2.6164284104916475e-11,2.0000000000151754
R1-Llama student,distilled,2,-0.6635135135135136,1.3842778686750593e-10,2.000000000080288
R1-Llama student,distilled,2,-0.6555984555984558,6.540975289892699e-10,2.0000000003793765
R1-Llama student,distilled,2,-0.6476833976833978,2.7477284970104157e-9,2.0000000015936825
R1-Llama student,distilled,2,-0.6397683397683399,1.1614867107720546e-8,2.000000006736623
R1-Llama student,distilled,2,-0.6318532818532819,4.582773780372285e-8,2.000000026580088
R1-Llama student,distilled,2,-0.6239382239382241,1.636600683042092e-7,2.00000009492284
R1-Llama student,distilled,2,-0.6160231660231661,5.298261739995238e-7,2.0000003072991808
R1-Llama student,distilled,2,-0.6081081081081082,1.6191883483976106e-6,2.000000939129242
R1-Llama student,distilled,2,-0.6001930501930504,4.747276668759094e-6,2.000002753420468
R1-Llama student,distilled,2,-0.5922779922779924,1.2716287524970334e-5,2.0000073754467644
R1-Llama student,distilled,2,-0.5843629343629345,3.123646320103053e-5,2.0000181171486564
R1-Llama student,distilled,2,-0.5764478764478765,7.08668982427917e-5,2.000041102800981
R1-Llama student,distilled,2,-0.5685328185328187,1.5410093573038852e-4,2.000089378542724
R1-Llama student,distilled,2,-0.5606177606177607,3.082857068301195e-4,2.0001788057099614
R1-Llama student,distilled,2,-0.5527027027027028,5.696807732023643e-4,2.0003304148484573
R1-Llama student,distilled,2,-0.544787644787645,9.764933999337908e-4,2.0005663661719617
R1-Llama student,distilled,2,-0.536872586872587,0.0015676238478593994,2.0009092218317583
R1-Llama student,distilled,2,-0.528957528957529,0.0023376672253983288,2.001355846990731
R1-Llama student,distilled,2,-0.5210424710424713,0.00323493550865607,2.0018762625950206
R1-Llama student,distilled,2,-0.5131274131274133,0.004165055680350591,2.0024157322946032
R1-Llama student,distilled,2,-0.5052123552123553,0.004990597888773494,2.002894546775489
R1-Llama student,distilled,2,-0.4972972972972973,0.005548312670014028,2.003218021348608
R1-Llama student,distilled,2,-0.48938223938223957,0.005740488043236353,2.003329483065077
R1-Llama student,distilled,2,-0.4814671814671816,0.005531406246980756,2.003208215623249
R1-Llama student,distilled,2,-0.4735521235521236,0.004962500107237978,2.002878250062198
R1-Llama student,distilled,2,-0.46563706563706586,0.004139384892894498,2.002400843237879
R1-Llama student,distilled,2,-0.4577220077220079,0.0032439988314739245,2.001881519322255
R1-Llama student,distilled,2,-0.4498069498069499,0.0024302947621602502,2.001409570962053
R1-Llama student,distilled,2,-0.44189189189189193,0.0018310941562280426,2.0010620346106123
R1-Llama student,distilled,2,-0.4339768339768342,0.0015743752154627475,2.0009131376249685
R1-Llama student,distilled,2,-0.4260617760617762,0.0017621915687931154,2.0010220711099
R1-Llama student,distilled,2,-0.4181467181467182,0.0024755546063572943,2.0014358216716874
R1-Llama student,distilled,2,-0.41023166023166024,0.003798844613907543,2.002203329876066
R1-Llama student,distilled,2,-0.4023166023166025,0.005796676307467299,2.003362072258331
R1-Llama student,distilled,2,-0.3944015444015445,0.008467895535273785,2.004911379410459
R1-Llama student,distilled,2,-0.38648648648648654,0.01161050076839671,2.0067340904456703
R1-Llama student,distilled,2,-0.3785714285714288,0.014931293071173694,2.0086601499812806
R1-Llama student,distilled,2,-0.3706563706563708,0.018036749463200847,2.0104613146886563
R1-Llama student,distilled,2,-0.3627413127413128,0.020435895711206513,2.0118528195125
R1-Llama student,distilled,2,-0.35482625482625485,0.02180934435978727,2.012649419728677
R1-Llama student,distilled,2,-0.3469111969111971,0.022061815413898914,2.0127958529400614
R1-Llama student,distilled,2,-0.3389961389961391,0.021340390199574212,2.0123774263157532
R1-Llama student,distilled,2,-0.33108108108108114,0.020033958615617655,2.0116196959970583
R1-Llama student,distilled,2,-0.3231660231660234,0.0187783512697946,2.010891443736481
R1-Llama student,distilled,2,-0.3152509652509654,0.01818799193817041,2.010549035324139
R1-Llama student,distilled,2,-0.30733590733590743,0.01874920105029504,2.010874536609171
R1-Llama student,distilled,2,-0.29942084942084946,0.020789723930520854,2.012058039879702
R1-Llama student,distilled,2,-0.2915057915057917,0.024537518650536997,2.0142317608173115
R1-Llama student,distilled,2,-0.2835907335907337,0.02988583119919447,2.0173337820955326
R1-Llama student,distilled,2,-0.27567567567567575,0.03683028905134682,2.021361567649781
R1-Llama student,distilled,2,-0.267760617760618,0.045443206269447416,2.0263570596362794
R1-Llama student,distilled,2,-0.25984555984556,0.05600680062589586,2.0324839443630194
R1-Llama student,distilled,2,-0.25193050193050204,0.06867544223601824,2.0398317564968904
R1-Llama student,distilled,2,-0.24401544401544406,0.08348187001351143,2.0484194846078365
R1-Llama student,distilled,2,-0.2361003861003863,0.10025743829283534,2.0581493142098446
R1-Llama student,distilled,2,-0.22818532818532833,0.11857356676666025,2.068772668724663
R1-Llama student,distilled,2,-0.22027027027027035,0.13768744704008357,2.0798587192832483
R1-Llama student,distilled,2,-0.2123552123552126,0.15684317140112825,2.0909690394126543
R1-Llama student,distilled,2,-0.20444015444015462,0.17559869489915045,2.101847243041507
R1-Llama student,distilled,2,-0.19652509652509664,0.1939047513918048,2.1124647558072467
R1-Llama student,distilled,2,-0.18861003861003867,0.21223071261999105,2.1230938133195947
R1-Llama student,distilled,2,-0.1806949806949809,0.23144772524807458,2.1342396806438835
R1-Llama student,distilled,2,-0.17277992277992293,0.25246879483796036,2.146431901006017
R1-Llama student,distilled,2,-0.16486486486486496,0.27605308831882835,2.1601107912249207
R1-Llama student,distilled,2,-0.1569498069498072,0.3027461709234421,2.1755927791355965
R1-Llama student,distilled,2,-0.14903474903474923,0.3323734498299767,2.1927766009013863
R1-Llama student,distilled,2,-0.14111969111969125,0.36432891327227335,2.2113107696979184
R1-Llama student,distilled,2,-0.13320463320463327,0.39796727048913794,2.2308210168837
R1-Llama student,distilled,2,-0.12528957528957552,0.4328299780962799,2.2510413872958424
R1-Llama student,distilled,2,-0.11737451737451754,0.4690098069010654,2.2720256880026177
R1-Llama student,distilled,2,-0.10945945945945956,0.5072056867351458,2.2941792983063847
